gender,customer_age,country,city,customer_segment,membership_type,acquisition_channel,payment_method,preferred_device,product_category,subscription_type,annual_income,account_balance,total_spending,average_order_value,number_of_orders,days_since_last_order,website_visits,support_tickets,discount_usage,refund_amount,lifetime_value,churn,days_since_login,days_since_purchase,customer_tenure_days,subscription_duration_days,orders_per_visit,spending_per_order,refund_rate,support_tickets_per_order
Male,56.0,italy,milan,regular,Basic,paid ads,giftcard,mobile,sports,monthly,58493.02903514863,71.19040791892307,2767.0057651524153,182.67422529191248,14.0,14.0,31.0,4.0,0.0,14.432303685379772,2929.0225667977807,0,8.0,15.0,1756.0,-58.0,0.45161290322580644,197.64326893945824,0.005215856022831523,0.2857142857142857
Male,31.0,france,marseille,,Premium,social media,giftcard,mobile,fashion,annual,70402.36671205818,280.6882447549255,300.0,81.98139846746193,3.0,36.0,34.0,3.0,4.0,4.42527861853434,259.35589226720293,1,39.0,37.0,661.0,1460.0,0.08823529411764706,100.0,0.014750928728447799,1.0
Male,27.0,australia,melbourne,vip,Platinum,paid ads,paypal,mobile,toys,monthly,,963.4721570982952,700.0,53.45456818065803,12.0,47.0,36.0,3.0,,59.822824260796935,738.2144792165556,0,53.0,48.0,834.0,90.0,0.3333333333333333,58.333333333333336,0.08546117751542419,0.25
Female,37.0,mexico,monterrey,dormant,Premium,paid ads,paypal,mobile,beauty,,55777.08003437921,303.18854270902483,0.0,31.768593384829156,0.0,673.0,6.0,6.0,,249.77077758463332,,1,7.0,,273.0,90.0,0.0,,,
Female,54.0,india,chennai,regular,,referral,debit_card,desktop,home & garden,monthly,22373.0,-200.0,566.0,110.59466783404106,6.0,399.0,29.0,1.0,1.0,29.503018573752335,620.1326048175401,1,242.0,400.0,624.0,150.0,0.20689655172413793,94.33333333333333,0.05212547451192992,0.16666666666666666
Male,49.0,australia,perth,new,Premium,email campaign,cc,mobile,toys,monthly,49471.753470512915,-98.0,14.06,16.640044178083432,1.0,257.0,12.0,5.0,2.0,,,0,,,139.0,30.0,0.08333333333333333,14.06,,5.0
Male,22.0,mexico,guadalajara,at risk,Basic,email campaign,gift_card,tablet,electronics,quarterly,,-200.0,329.8682327884087,59.146571977010105,6.0,361.0,14.0,,4.0,91.27400497109157,253.6325701783228,1,250.0,362.0,1954.0,90.0,0.42857142857142855,54.97803879806812,0.2766983780145891,
Female,50.0,germany,hamburg,new,Basic,affiliate,paypal,tablet,home & garden,,56404.0,0.0,294.86187369480416,18.930619299518224,14.0,0.0,22.0,2.0,6.0,,322.3261729737941,1,5.0,1.0,1600.0,,0.6363636363636364,21.061562406771724,,0.14285714285714285
,43.0,india,,new,Basic,social media,bank_transfer,mobile,home & garden,-,22641.15,618.8490988592952,189.78525534768443,,2.0,31.0,19.0,2.0,4.0,114.84209113055144,144.67495044675792,1,11.0,32.0,216.0,,0.10526315789473684,94.89262767384221,0.6051159818509717,1.0
,35.0,u.s.a.,chicago,new,Premium,social media,paypal,desktop,electronics,quarterly,23322.076763010282,498.7419401142113,323.39246014606596,39.89453518978272,7.0,252.0,39.0,,1.0,35.79897797340065,391.61685279813247,0,172.0,253.0,949.0,360.0,0.1794871794871795,46.19892287800942,0.11069824558442522,
Male,57.0,italy,naples,vip,Gold,referral,bank_transfer,desktop,books,,43147.3591400157,,5116.482452115386,294.3798432683008,18.0,14.0,47.0,1.0,0.0,6.0,5261.299578126422,0,12.0,15.0,1373.0,,0.3829787234042553,284.24902511752146,0.001172680656320697,0.05555555555555555
Male,45.0,us,phoenix,at risk,Basic,social media,pay pal,desktop,beauty,annual,30219.0,,63.21312440195385,14.300100149929483,5.0,194.0,18.0,4.0,4.0,87.0,27.139688175404856,0,222.0,195.0,347.0,,0.2777777777777778,12.64262488039077,1.3762964704416814,0.8
Male,,canada,montreal,new,Gold,email campaign,creditcard,desktop,books,annual,34472.28125073791,1061.0,122.03557604784638,15.511360786507195,7.0,304.0,,1.0,3.0,6.694590480448354,106.94121659322026,0,328.0,305.0,1755.0,1460.0,,17.433653721120912,0.054857695577424176,0.14285714285714285
Female,48.0,spain,valencia,regular,Platinum,email campaign,cc,,,-,46983.1881015268,413.41238849630776,292.2045077005486,40.957095057733206,6.0,39.0,34.0,2.0,2.0,,303.5388499867511,0,,40.0,365.0,,0.17647058823529413,48.70075128342477,,0.3333333333333333
Male,37.0,spain,madrid,at risk,Premium,paid ads,paypal,mobile,groceries,,111372.14187974278,-200.0,142.2919917237147,12.898516919447435,10.0,103.0,,7.0,5.0,,111.16932806810368,1,118.0,104.0,2096.0,,,14.22919917237147,,0.7
Male,48.0,australia,sydney,new,Basic,paid ads,giftcard,desktop,beauty,,59500.0,423.5577492825584,1677.4907700312308,178.1634741735899,10.0,33.0,24.0,4.0,2.0,5.255191943687946,2167.1489597828154,0,,34.0,1116.0,,0.4166666666666667,167.7490770031231,0.0031327695135932743,0.4
Female,43.0,germany,hamburg,new,Basic,affiliate,cc,desktop,sports,annual,34177.79,1083.2842887499605,1088.0207475468308,78.85390619560728,14.0,192.0,23.0,2.0,4.0,106.0,1255.7655587828065,0,22.0,193.0,2214.0,1095.0,0.6086956521739131,77.71576768191649,0.09742461275577609,0.14285714285714285
Male,,united states of america,austin,regular,Platinum,email campaign,paypal,mobile,beauty,quarterly,48574.67256488868,-18.28459912383261,101.65664983762994,34.711503019098465,3.0,39.0,26.0,,0.0,45.54185861056334,78.71698664447011,1,27.0,40.0,385.0,540.0,0.11538461538461539,33.88554994587665,0.44799684706612514,
Male,33.0,united kingdom,manchester,new,Premium,social media,,tablet,sports,monthly,27096.67184114755,506.5199928395081,533.07125215088,,6.0,93.0,11.0,10.0,2.0,100.0,545.9436011803202,1,42.0,94.0,1265.0,30.0,0.5454545454545454,88.84520869181334,0.18759218321474236,1.6666666666666667
,32.0,uk,,regular,Gold,paid ads,pay pal,mobile,fashion,monthly,16583.191280630253,,216.0,131.50562722575606,2.0,14.0,31.0,2.0,0.0,5.865854336066775,263.0783484880212,0,18.0,15.0,71.0,150.0,0.06451612903225806,108.0,0.02715673303734618,1.0
Male,33.0,united kingdom,london,regular,Basic,paid ads,pay pal,mobile,beauty,,68332.30604982477,,44.697492630978196,19.4799289729264,2.0,165.0,34.0,3.0,1.0,48.518847783851434,25.80684866290653,1,185.0,,289.0,,0.058823529411764705,22.348746315489098,1.08549372521681,1.5
Female,50.0,australia,melbourne,at risk,,,gift card,desktop,toys,monthly,23924.591509633126,29.666256696358815,220.23697543910146,,17.0,80.0,24.0,4.0,,91.18641454511304,195.2168807573428,0,30.0,-126.0,1737.0,30.0,0.7083333333333334,12.955116202300086,0.4140377171603836,0.23529411764705882
Male,,canada,toronto,at risk,Basic,email campaign,giftcard,mobile,beauty,,25655.10345560377,49.0,213.34366541830138,,2.0,189.0,22.0,3.0,2.0,,107.85207226535215,0,111.0,190.0,772.0,,0.09090909090909091,106.67183270915069,,1.5
Male,55.0,india,delhi,at risk,Basic,email campaign,paypal,mobile,,monthly,39828.826216117806,-191.10336379985276,514.1604878709356,,12.0,335.0,13.0,3.0,4.0,26.353264969208215,640.1472919539873,0,267.0,,1072.0,30.0,0.9230769230769231,42.84670732257797,0.0512549400253086,0.25
Male,32.0,france,paris,new,Premium,email campaign,gift_card,mobile,electronics,monthly,109214.66914612583,80.0,64.56162934108481,38.50197356641722,2.0,131.0,27.0,3.0,0.0,23.02,61.98725648569151,0,116.0,,214.0,150.0,0.07407407407407407,32.280814670542405,0.35655853538613935,1.5
Female,46.0,u.k.,birmingham,dormant,Premium,social media,credit card,desktop,groceries,,117922.33592616038,235.81311639386564,44.51,5.0,9.0,86.0,18.0,6.0,2.0,,25.94569692862582,0,87.0,58.0,2088.0,,0.5,4.945555555555555,,0.6666666666666666
Male,21.0,germany,,regular,Premium,paid ads,debit_card,,sports,quarterly,,399.64701792750117,577.175563638709,171.37911138674704,3.0,52.0,23.0,1.0,5.0,222.47524357049812,603.9018923463589,0,56.0,,180.0,90.0,0.13043478260869565,192.39185454623635,0.3854550635649564,0.3333333333333333
Male,29.0,italy,-,regular,Premium,referral,credit card,mobile,sports,,67852.0,1536.5730576616743,141.4191591616413,16.250402617183692,8.0,36.0,25.0,3.0,2.0,26.162353915620407,130.550841349686,0,8.0,37.0,449.0,,0.32,17.67739489520516,0.18499865273358743,0.375
Male,27.0,india,bangalore,regular,Premium,affiliate,debit_card,desktop,beauty,annual,20979.866987704932,65.37138960501962,2372.2209902161535,144.24075162397114,17.0,1.0,33.0,5.0,4.0,40.76,2115.090863436947,0,4.0,2.0,2029.0,365.0,0.5151515151515151,139.5424111891855,0.01718221032867853,0.29411764705882354
Female,31.0,india,delhi,at risk,Premium,email campaign,giftcard,desktop,toys,quarterly,98564.0,-181.0,61.456660255969055,12.5146619284909,6.0,148.0,18.0,5.0,2.0,18.0,48.30833082146627,1,,149.0,,90.0,0.3333333333333333,10.242776709328176,0.2928893292448596,0.8333333333333334
Male,40.0,canada,toronto,regular,Premium,email campaign,debit_card,mobile,fashion,monthly,75230.4059320777,839.7206565648398,1063.0,149.49266720408733,8.0,230.0,24.0,4.0,1.0,69.71036839899544,1156.0019271869676,0,22.0,231.0,1161.0,30.0,0.3333333333333333,132.875,0.0655788978353673,0.5
,45.0,germany,berlin,regular,Premium,email campaign,paypal,desktop,books,,,-0.0,342.09707667478176,24.015573756934202,12.0,211.0,19.0,1.0,6.0,,351.36928226665543,0,39.0,212.0,2153.0,,0.631578947368421,28.50808972289848,,0.08333333333333333
Male,32.0,france,lyon,vip,Platinum,referral,credit card,,electronics,,79500.0,865.0696891861007,3046.1074009295776,108.6040933697767,30.0,11.0,36.0,4.0,2.0,12.665292138635284,3125.346053884981,0,,12.0,1864.0,,0.8333333333333334,101.53691336431925,0.00415786131991611,0.13333333333333333
Male,50.0,us,phoenix,regular,Premium,referral,,desktop,beauty,quarterly,86383.80388865242,782.2472498264099,125.65814131714934,74.15874644438756,2.0,138.0,29.0,,,,108.14098552157134,0,129.0,139.0,301.0,599.0,0.06896551724137931,62.82907065857467,,
Male,35.0,japan,kyoto,,Gold,email campaign,credit card,,sports,quarterly,24319.534466189238,-200.0,534.0,44.645846024246744,14.0,114.0,28.0,3.0,2.0,140.17390554595372,444.4130971985373,0,46.0,-33.0,1820.0,270.0,0.5,38.142857142857146,0.2624979504605875,0.21428571428571427
,40.0,france,paris,vip,Platinum,social media,credit_card,desktop,sports,,25241.0,-175.11350804875067,1503.6030699955934,146.85788935020202,10.0,13.0,42.0,0.0,2.0,11.896952524685187,1830.3967255291182,0,14.0,14.0,259.0,,0.23809523809523808,150.36030699955933,0.00791229597896475,0.0
Male,23.0,canada,toronto,vip,Gold,email campaign,dc,tablet,toys,annual,65720.57279850394,-200.0,1392.9781694109142,58.24599497071478,24.0,37.0,41.0,3.0,1.0,100.0,1519.4099110954103,0,4.0,38.0,1675.0,365.0,0.5853658536585366,58.040757058788095,0.071788634018787,0.125
Female,37.0,japan,osaka,at risk,Premium,affiliate,gift_card,mobile,fashion,,27852.58398101713,426.8195199599204,300.0,34.792028878176666,7.0,483.0,15.0,7.0,5.0,67.84302202477845,295.1161189705257,1,147.0,484.0,1645.0,,0.4666666666666667,42.857142857142854,0.2261434067492615,1.0
Female,31.0,japan,tokyo,new,Premium,paid ads,giftcard,mobile,books,,45481.16,447.60017370998753,140.8061833789092,32.837943448561006,5.0,97.0,31.0,1.0,2.0,43.40796564136306,120.80718770968845,0,104.0,98.0,1406.0,60.0,0.16129032258064516,28.16123667578184,0.3082816720097604,0.2
Male,53.0,germany,berlin,at risk,Basic,affiliate,credit_card,mobile,sports,,39967.86670553786,68.42319899303118,600.0,49.93049962000306,15.0,23.0,15.0,3.0,4.0,226.74714501994578,503.3450385992959,0,21.0,-5.0,2335.0,,1.0,40.0,0.3779119083665763,0.2
Female,47.0,spain,barcelona,dormant,Premium,referral,giftcard,mobile,fashion,,27064.24,865.8655455330484,61.9,31.398779099032648,2.0,80.0,14.0,5.0,1.0,,50.481394518855694,0,100.0,81.0,141.0,,0.14285714285714285,30.95,,2.5
Male,37.0,uk,leeds,new,,social media,paypal,desktop,books,monthly,29799.0,693.5354686383255,1389.84,86.84119767352207,19.0,101.0,30.0,2.0,,52.89429770176062,1584.2669681214527,1,121.0,102.0,1638.0,90.0,0.6333333333333333,73.14947368421052,0.038057832341680066,0.10526315789473684
Male,18.0,mexico,mexico city,at risk,Basic,organic search,pay pal,tablet,electronics,monthly,53365.93708494519,-43.619791413766755,552.5192038603191,134.9254592294508,5.0,96.0,16.0,2.0,5.0,248.82156890993735,538.1955449604418,0,107.0,97.0,670.0,208.0,0.3125,110.50384077206381,0.45034012785706046,0.4
Female,39.0,italy,rome,new,Gold,referral,banktransfer,desktop,sports,monthly,37871.07672474278,163.79922097946613,940.3361452890596,,20.0,32.0,37.0,4.0,1.0,0.0,,0,35.0,33.0,1775.0,150.0,0.5405405405405406,47.01680726445298,0.0,0.2
Male,34.0,japan,tokyo,regular,Basic,affiliate,credit card,desktop,fashion,monthly,64138.918700682676,257.62707274389265,809.4186603807045,181.29314255358588,4.0,128.0,,3.0,2.0,62.08416597974831,925.2284868619034,1,140.0,129.0,290.0,30.0,,202.35466509517613,0.07670216788744091,0.75
Female,50.0,brazil,sao paulo,regular,Basic,organic search,banktransfer,mobile,fashion,annual,60748.0,189.870581973375,3400.0,163.4594817032509,18.0,0.0,37.0,,4.0,,3875.466329319307,0,5.0,1.0,1495.0,730.0,0.4864864864864865,188.88888888888889,,
Male,42.0,united kingdom,london,dormant,Basic,affiliate,paypal,,electronics,annual,48196.96885088921,53.021577306567785,114.3154022983787,41.71563275618233,3.0,291.0,9.0,11.0,9.0,85.84217928992146,99.41174260348093,0,158.0,292.0,1535.0,365.0,0.3333333333333333,38.10513409945957,0.7509240011758147,3.6666666666666665
,28.0,japan,yokohama,regular,Gold,organic search,giftcard,mobile,groceries,quarterly,34860.62984210139,145.4298018435421,902.7493217025674,96.65839442613772,8.0,1.0,,6.0,4.0,13.496897283930847,867.6847597018808,0,2.0,2.0,818.0,90.0,,112.84366521282092,0.014950880559484627,0.75
Male,23.0,mexico,guadalajara,dormant,Premium,social media,debit_card,,books,annual,38667.08701222131,235.84141834067105,10.612755081865153,5.0,2.0,79.0,5.0,6.0,5.0,4.100524835993904,9.101081974384165,0,49.0,80.0,1159.0,365.0,0.4,5.306377540932576,0.3863770344611827,3.0
Male,,spain,barcelona,at risk,Basic,referral,debit card,mobile,sports,annual,36759.64881538007,89.68950501763534,246.37431046515533,29.850669280751028,7.0,72.0,14.0,7.0,3.0,102.15164299087839,212.60266461479057,1,80.0,73.0,1145.0,365.0,0.5,35.19633006645076,0.41461970120998337,1.0
Female,22.0,spain,valencia,dormant,Basic,social media,,mobile,beauty,,26246.17297935937,376.495565921647,117.17271724004237,63.586481331369065,2.0,408.0,,4.0,4.0,,135.2030533655939,0,34.0,409.0,116.0,,,58.58635862002119,,2.0
Female,22.0,japan,tokyo,dormant,Premium,email campaign,debitcard,desktop,groceries,monthly,17356.210759817794,301.3505614757846,854.6682139719428,107.36812113237954,7.0,59.0,23.0,3.0,,,1036.2770978801373,0,34.0,60.0,873.0,30.0,0.30434782608695654,122.09545913884897,,0.42857142857142855
Male,40.0,france,paris,new,Basic,social media,bank transfer,mobile,electronics,annual,27497.689972171353,469.77,426.8207301316474,125.34631930338954,4.0,42.0,10.0,8.0,4.0,18.0,504.3534222370791,0,56.0,43.0,350.0,365.0,0.4,106.70518253291185,0.04217227217255387,2.0
Female,,italy,naples,regular,Gold,organic search,bank transfer,mobile,beauty,annual,45332.83370398025,1385.2915345102508,204.50464727465555,68.16809433450595,3.0,19.0,25.0,1.0,3.0,84.92095428830184,166.55600969316936,0,17.0,20.0,946.0,365.0,0.12,68.16821575821852,0.4152519535375183,0.3333333333333333
Female,,australia,melbourne,regular,Gold,social media,gift_card,mobile,beauty,monthly,26363.263049306894,1329.5384918708157,322.01189778934514,27.50880743830512,14.0,34.0,27.0,0.0,2.0,6.3593415361595325,328.8046994179702,0,34.0,35.0,1308.0,90.0,0.5185185185185185,23.00084984209608,0.019748778165705257,0.0
Female,,france,paris,new,Premium,affiliate,paypal,mobile,fashion,,,-200.0,3051.357992238348,140.69854652635476,22.0,19.0,,3.0,3.0,41.3723533271233,2789.992370872361,0,16.0,20.0,2247.0,150.0,,138.69809055628855,0.013558669101547892,0.13636363636363635
Male,34.0,japan,yokohama,new,Basic,paid ads,gift card,mobile,toys,monthly,38367.898017975676,-13.29523283784726,518.7851946898089,,14.0,149.0,22.0,4.0,4.0,79.21687209429423,572.3159257809931,0,52.0,150.0,1862.0,30.0,0.6363636363636364,37.05608533498635,0.15269686356731796,0.2857142857142857
Male,25.0,brazil,rio de janeiro,regular,Gold,social media,bank transfer,desktop,beauty,annual,62852.665769429084,1139.4105170591583,792.4071008833055,52.673818324525236,15.0,91.0,38.0,,2.0,212.3339508877461,629.2731869879877,0,,92.0,1485.0,2190.0,0.39473684210526316,52.82714005888703,0.2679606866862437,
Male,25.0,uk,manchester,vip,Gold,paid ads,debit card,desktop,groceries,annual,,361.48649825182036,479.73161868564426,36.0326924744559,13.0,6.0,40.0,2.0,1.0,24.928126653494058,546.6678146505116,0,,7.0,872.0,730.0,0.325,36.90243220658802,0.05196265095428037,0.15384615384615385
Female,37.0,u.k.,manchester,regular,Gold,referral,pay pal,mobile,electronics,annual,65314.86,534.2372300881532,721.554708200184,83.89709121996496,8.0,19.0,25.0,5.0,4.0,88.0445320934294,847.762700720691,1,25.0,20.0,1546.0,365.0,0.32,90.194338525023,0.12202059122175782,0.625
Female,35.0,france,marseille,regular,Premium,social media,credit_card,mobile,books,annual,39461.07017293361,531.0,66.0,30.639068335075237,2.0,37.0,24.0,1.0,,28.062775858207967,49.66225915309673,0,50.0,38.0,882.0,2190.0,0.08333333333333333,33.0,0.4251935736092116,0.5
Female,50.0,japan,kyoto,new,Premium,paid ads,gift_card,desktop,groceries,monthly,29936.236747561285,959.536659992228,817.72925736223,63.32047882218647,11.0,25.0,17.0,0.0,,15.501856080650446,1006.8840818041707,0,,26.0,1384.0,180.0,0.6470588235294118,74.33902339656636,0.018957198780749484,0.0
Male,47.0,italy,rome,at risk,Premium,organic search,bank_transfer,desktop,electronics,monthly,36997.1325213204,87.9069905455784,41.116526643973444,47.24181422175845,1.0,221.0,7.0,4.0,2.0,132.2931552334225,,1,258.0,222.0,1266.0,30.0,0.14285714285714285,41.116526643973444,3.2175177728154005,4.0
Female,20.0,australia,perth,,,paid ads,debit_card,,groceries,,16221.69,206.27809216503042,112.18749519334928,52.478889890706164,2.0,57.0,,5.0,2.0,30.545946039427086,93.74395333326963,0,41.0,58.0,341.0,,,56.09374759667464,0.2722758537997728,2.5
Male,23.0,germany,berlin,,Basic,organic search,bank transfer,desktop,groceries,annual,28508.102551484328,,571.21,173.41957482180902,3.0,18.0,13.0,3.0,0.0,39.222045933705026,677.9688863525788,0,8.0,19.0,1636.0,,0.23076923076923078,190.40333333333334,0.06866484468707659,1.0
Female,22.0,italy,naples,regular,Basic,referral,debit_card,desktop,electronics,,60700.0,587.2782617616069,100.0,18.57783422294067,8.0,0.0,20.0,6.0,1.0,54.79534878760835,107.1442022274114,0,1.0,1.0,1588.0,,0.4,12.5,0.5479534878760834,0.75
Female,54.0,india,chennai,dormant,Premium,paid ads,debit card,mobile,books,quarterly,25005.0,-17.301383609287306,549.9918446849124,69.362018283179,9.0,221.0,,2.0,4.0,40.5639403391364,564.7653895408315,1,35.0,222.0,942.0,238.0,,61.11020496499027,0.07375371240709085,0.2222222222222222
Male,32.0,australia,perth,vip,Premium,email campaign,banktransfer,mobile,sports,,58860.15,1070.8080080580155,915.3943816890321,33.59997665774228,24.0,9.0,41.0,0.0,2.0,43.2394710473129,1028.570178306355,0,3.0,10.0,1793.0,,0.5853658536585366,38.14143257037634,0.04723589297929703,0.0
,48.0,india,,new,Basic,paid ads,bank transfer,desktop,sports,,45108.39178287139,-119.19928309739174,2907.700259423096,163.14133438985516,15.0,22.0,27.0,0.0,2.0,48.69233501378512,3249.0278840080277,1,11.0,23.0,1640.0,30.0,0.5555555555555556,193.84668396153975,0.01674599534666133,0.0
Female,31.0,italy,rome,new,Basic,email campaign,bank transfer,mobile,sports,annual,44582.57345242838,487.48960631940344,236.74081216425625,69.61637324912334,3.0,33.0,5.0,3.0,4.0,186.58950003589828,184.41801648332955,1,38.0,34.0,158.0,454.0,0.6,78.91360405475208,0.7881594150586853,1.0
Female,43.0,u.k.,london,at risk,Basic,paid ads,cc,desktop,fashion,monthly,42012.15360697584,31.905922282103152,176.26281542155374,93.68726832220716,2.0,195.0,14.0,4.0,3.0,9.531491136142808,154.8149931635872,0,67.0,196.0,119.0,30.0,0.14285714285714285,88.13140771077687,0.05407545041957432,2.0
,49.0,spain,valencia,regular,Gold,email campaign,debit_card,,books,annual,58146.511582819425,-200.0,146.3730879299641,62.173592054740595,2.0,29.0,36.0,3.0,4.0,170.6777484133822,103.20291589510778,0,25.0,30.0,-32.0,730.0,0.05555555555555555,73.18654396498205,1.1660459639619496,1.5
Female,47.0,australia,perth,regular,Gold,paid ads,bank transfer,mobile,electronics,annual,31451.48692316422,105.78561929399685,500.0,74.4099886225944,7.0,70.0,20.0,1.0,,36.0,606.7782391592003,0,75.0,71.0,1206.0,365.0,0.35,71.42857142857143,0.072,0.14285714285714285
Female,40.0,australia,melbourne,regular,Basic,organic search,credit card,mobile,,,,-189.06751265072265,269.51,32.679449947278485,8.0,17.0,36.0,2.0,1.0,54.0095316489934,293.00081590985747,0,13.0,18.0,1353.0,,0.2222222222222222,33.68875,0.2003989894586227,0.25
Female,37.0,spain,madrid,dormant,Basic,social media,gift_card,mobile,fashion,quarterly,37587.0,-145.5587786858874,81.15515644133782,33.51259256816715,3.0,494.0,23.0,,7.0,,83.55078373628207,0,428.0,495.0,675.0,90.0,0.13043478260869565,27.051718813779274,,
Female,56.0,germany,munich,at risk,Basic,organic search,gift card,desktop,toys,annual,58241.61953666478,621.0833521014899,986.19,103.85472482857888,9.0,192.0,12.0,2.0,5.0,45.84988171812222,904.3645392986105,0,182.0,193.0,1519.0,365.0,0.75,109.57666666666667,0.04649193534523998,0.2222222222222222
Male,31.0,mexico,guadalajara,vip,Platinum,affiliate,pay pal,tablet,home & garden,annual,57655.6,1649.2579686309557,1499.224356007706,228.87782911157342,6.0,38.0,,0.0,6.0,1.8064455724251596,1888.1977148162205,0,36.0,39.0,679.0,2190.0,,249.87072600128434,0.0012049201076452325,0.0
Male,51.0,mexico,mexico city,dormant,Basic,email campaign,banktransfer,desktop,toys,annual,49345.16530277043,266.0,35.69554841494228,20.67453075744048,2.0,57.0,19.0,0.0,7.0,207.2994695615469,,0,20.0,87.0,429.0,365.0,0.10526315789473684,17.84777420747114,5.807431984285487,0.0
Female,53.0,australia,perth,regular,Premium,organic search,pay pal,desktop,-,monthly,55457.0,332.16353395800513,472.4626177210297,131.0745330091648,4.0,130.0,32.0,2.0,,30.3639317368919,461.3363962641543,0,103.0,131.0,,30.0,0.125,118.11565443025742,0.06426737396358538,0.5
Female,,germany,hamburg,new,Premium,,dc,mobile,fashion,annual,42646.26,,1177.366807793452,132.37583292993753,9.0,0.0,36.0,3.0,2.0,,,0,4.0,1.0,1158.0,1095.0,0.25,130.81853419927245,,0.3333333333333333
Female,32.0,spain,,dormant,Basic,organic search,gift card,desktop,electronics,quarterly,23522.34526290483,65.97173745508172,634.51675237196,52.4364183577928,15.0,471.0,11.0,6.0,4.0,17.20441075977275,707.8532886741621,1,557.0,472.0,2231.0,90.0,1.3636363636363635,42.30111682479733,0.027114194692983224,0.4
Male,,italy,naples,new,Basic,social media,dc,mobile,home & garden,annual,70293.27804447825,777.4634865994166,478.25782556921706,105.58255431175503,5.0,26.0,27.0,2.0,2.0,101.31,403.0029819085671,0,22.0,86.0,162.0,365.0,0.18518518518518517,95.65156511384342,0.21183134824698788,0.4
Female,25.0,germany,cologne,new,Premium,,giftcard,desktop,sports,annual,50394.32819733106,780.634880778564,64.99488265796693,23.987765088522416,3.0,343.0,7.0,5.0,4.0,0.5226157286482468,62.23690390323836,1,102.0,344.0,409.0,365.0,0.42857142857142855,21.664960885988975,0.0080408750239383,1.6666666666666667
Male,31.0,mexico,guadalajara,new,,affiliate,credit card,tablet,fashion,quarterly,34427.12966696808,-200.0,780.6170917706223,91.01434650095155,9.0,107.0,27.0,5.0,1.0,0.0,687.0027205831957,1,57.0,108.0,978.0,90.0,0.3333333333333333,86.73523241895803,0.0,0.5555555555555556
,34.0,australia,brisbane,new,Gold,referral,debit card,mobile,fashion,,40852.293136561035,-200.0,3988.44223597959,198.40662523649434,21.0,5.0,37.0,2.0,,9.137446362708646,4517.14633319996,0,4.0,6.0,1355.0,,0.5675675675675675,189.92582076093285,0.002290981245830786,0.09523809523809523
Female,25.0,india,chennai,,Premium,email campaign,giftcard,mobile,sports,monthly,78208.43904600308,117.64785724796667,160.9682680040856,82.68161014479811,2.0,103.0,36.0,5.0,1.0,88.68955989738623,157.56925528851744,0,7.0,104.0,331.0,,0.05555555555555555,80.4841340020428,0.5509754251386688,2.5
Female,28.0,mexico,guadalajara,regular,Basic,affiliate,credit card,tablet,groceries,,45952.2676378987,186.91430830605844,100.0,,9.0,11.0,21.0,6.0,,,,0,15.0,12.0,1209.0,,0.42857142857142855,11.11111111111111,,0.6666666666666666
Female,38.0,australia,sydney,new,Basic,email campaign,debitcard,mobile,sports,,43501.45771690969,-192.68283485388844,100.43536030743694,18.68410531787328,5.0,28.0,25.0,,1.0,105.58487305265592,58.91539160120291,0,33.0,29.0,443.0,,0.2,20.087072061487387,1.0512719099075873,
Female,27.0,canada,vancouver,regular,Premium,affiliate,gift card,mobile,books,,30511.70326300578,657.0,442.0,42.14859612995303,12.0,45.0,27.0,2.0,3.0,,,1,24.0,46.0,1861.0,,0.4444444444444444,36.833333333333336,,0.16666666666666666
Male,74.0,japan,tokyo,at risk,Premium,email campaign,gift card,mobile,groceries,monthly,,644.2117023946197,228.11678367062578,18.34485075378195,14.0,23.0,19.0,,2.0,83.15015360142993,239.08359455889808,0,13.0,24.0,1701.0,-29.0,0.7368421052631579,16.29405597647327,0.364506952375276,
Female,,us,,new,Gold,referral,,mobile,groceries,quarterly,26744.053550378612,585.5033096842506,513.0,191.9163738875448,3.0,105.0,28.0,5.0,4.0,50.33449782467184,506.2069647198823,1,115.0,106.0,223.0,304.0,0.10714285714285714,171.0,0.09811792948279112,1.6666666666666667
,34.0,brazil,sao paulo,at risk,Basic,organic search,giftcard,tablet,toys,quarterly,,269.0,450.0,101.63742005306015,4.0,28.0,13.0,2.0,3.0,14.159553731472345,546.0844021426103,1,1.0,29.0,2132.0,90.0,0.3076923076923077,112.5,0.03146567495882743,0.5
Male,53.0,france,lyon,new,Premium,email campaign,paypal,desktop,groceries,monthly,47643.0,564.34114280025,1095.467935495042,88.3442563231783,11.0,2.0,30.0,4.0,8.0,44.508134285995396,1107.7026746509293,1,6.0,,309.0,30.0,0.36666666666666664,99.58799413591291,0.040629335504815275,0.36363636363636365
Male,40.0,brazil,rio de janeiro,new,,referral,paypal,mobile,sports,monthly,,641.9833727234765,827.102646692013,159.24945619468525,6.0,51.0,27.0,6.0,3.0,216.42010722914833,745.1325419949538,0,10.0,,1053.0,120.0,0.2222222222222222,137.85044111533549,0.2616605183101734,1.0
Female,19.0,britain,london,regular,Gold,social media,bank_transfer,desktop,toys,,34451.51915284603,666.8511921470872,449.80785883908305,49.52824004710845,10.0,283.0,20.0,2.0,0.0,142.66768715303286,419.1836124136817,1,125.0,284.0,681.0,,0.5,44.980785883908304,0.31717473216507686,0.2
